filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
img_1720488838_0.jpg,35667,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[590,615,618,593],""all_points_y"":[319,317,351,354]}","{}"
img_1720488838_0.jpg,35667,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[23,103,103,79,9,11],""all_points_y"":[225,226,355,359,359,227]}","{}"
img_1720488841_0.jpg,44635,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[152,153,209,221,217],""all_points_y"":[270,333,333,330,271]}","{}"
img_1720488841_0.jpg,44635,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[461,465,461,463,466,472,483,489,497,534,533,523,518,517,506,489,483],""all_points_y"":[291,303,322,337,347,351,354,355,355,349,330,319,305,296,283,285,290]}","{}"
img_1720488844_0.jpg,35792,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[175,220,223,173],""all_points_y"":[277,275,311,318]}","{}"
img_1720488847_0.jpg,31012,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[409,409,404,409,412,475,473],""all_points_y"":[285,295,299,330,331,330,281]}","{}"
img_1720488850_0.jpg,30667,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[639,598,601,585,593,597,637],""all_points_y"":[265,269,295,297,345,350,353]}","{}"
img_1720488887_0.jpg,47442,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[537,537,533,533,534,537,542,551,560,575,584,596,593,589,587,585,583,581],""all_points_y"":[331,341,353,365,381,395,402,407,409,408,408,405,378,365,352,335,331,330]}","{}"
img_1720488890_0.jpg,44076,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[439,425,407,395,388,381,379,381,399,414,372,362,369,389,397,409,457,457,443,443],""all_points_y"":[289,301,309,323,330,335,339,351,349,349,357,360,371,373,374,377,377,357,356,291]}","{}"
img_1720488890_0.jpg,44076,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[599,619,633,626,600],""all_points_y"":[309,311,375,382,384]}","{}"
img_1720488890_0.jpg,44076,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[395,353,353,380,389,434,467,459],""all_points_y"":[387,389,399,405,410,412,404,383]}","{}"
img_1720488890_0.jpg,44076,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[457,457,472,513,607,607,601,599],""all_points_y"":[296,383,405,416,410,397,397,295]}","{}"
img_1720488893_0.jpg,42817,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[638,507,503,505,516,582,639],""all_points_y"":[293,292,303,407,423,441,438]}","{}"
img_1720488893_0.jpg,42817,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[499,452,412,413,387,381,417,417,481,513],""all_points_y"":[404,395,401,406,402,415,422,429,435,426]}","{}"
img_1720488893_0.jpg,42817,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[373,430,501,501,444,425,419],""all_points_y"":[365,389,386,336,333,348,357]}","{}"
img_1720488893_0.jpg,42817,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[437,425,413,391,386,388,415,455,453],""all_points_y"":[297,307,312,336,347,351,356,322,297]}","{}"
img_1720488896_0.jpg,44099,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[638,492,483,486,500,596,639],""all_points_y"":[282,283,296,419,444,475,465]}","{}"
img_1720488896_0.jpg,44099,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[501,461,427,417,409,409,417,385,380,379,330,337,372,417,423,469,473,484],""all_points_y"":[451,465,463,469,469,466,463,459,458,449,442,420,421,406,419,413,423,418]}","{}"
img_1720488896_0.jpg,44099,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[323,382,486,486,468,463,408,393,383,374,373,367,318],""all_points_y"":[375,396,390,379,375,338,334,337,343,343,353,361,367]}","{}"
img_1720488896_0.jpg,44099,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[396,392,383,381,371,353,345,335,331,336,351,369,373,384,407,402,403],""all_points_y"":[283,293,293,300,306,315,327,334,344,354,355,356,340,339,329,285,281]}","{}"
img_1720488899_0.jpg,42969,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[599,579,580,550,533,511,503,495,493,514,523,535,564,583,605,611],""all_points_y"":[273,283,296,301,313,333,341,349,361,365,373,373,377,380,381,378]}","{}"
img_1720488912_0.jpg,44724,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[359,350,347,348,364,380,387,388],""all_points_y"":[329,330,335,347,344,346,345,330]}","{}"
img_1720488915_0.jpg,43842,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[635,601,602,626,635,628,599,544,523,527,527,511,516,527,527,551,572,589,605,620,639],""all_points_y"":[245,250,261,265,299,302,298,291,294,326,352,354,363,363,370,376,373,367,373,373,379]}","{}"
img_1720488918_0.jpg,39074,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[637,487,490,516,534,443,419,410,400,404,404,385,388,403,388,393,418,444,463,466,486,516,535,551,569,605,626,636],""all_points_y"":[200,220,233,231,282,269,261,273,281,312,335,343,358,357,365,370,373,376,376,367,367,369,378,374,375,377,381,381]}","{}"
img_1720488921_0.jpg,38360,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[638,503,505,521,532,537,543,549,551,435,423,415,409,412,413,389,399,411,404,461,478,497,521,545,559,575,577,572,585,637],""all_points_y"":[199,217,225,227,228,245,256,271,277,263,270,275,287,301,343,349,359,366,375,383,373,375,379,382,387,384,379,375,375,383]}","{}"
img_1720488964_0.jpg,39997,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[119,118,133,131],""all_points_y"":[294,307,306,295]}","{}"
img_1720488967_0.jpg,43404,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[340,340,353,353],""all_points_y"":[299,308,308,298]}","{}"
img_1720488970_0.jpg,45649,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[253,253,268,269],""all_points_y"":[298,310,311,300]}","{}"
img_1720488973_0.jpg,45012,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[257,256,270,271],""all_points_y"":[307,318,318,308]}","{}"
img_1720488976_0.jpg,43947,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[314,315,333,333],""all_points_y"":[304,319,318,305]}","{}"
img_1720488979_0.jpg,44983,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[407,408,429,429],""all_points_y"":[311,329,330,311]}","{}"
img_1720488982_0.jpg,46561,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[296,296,323,323],""all_points_y"":[311,335,339,317]}","{}"
img_1720489022_0.jpg,48264,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[78,78,83,95,90],""all_points_y"":[362,367,367,366,363]}","{}"
img_1720489022_0.jpg,48264,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[325,332,338,332],""all_points_y"":[390,395,391,386]}","{}"
img_1720489046_0.jpg,49507,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[281,279,312,313,315,298],""all_points_y"":[330,363,365,353,330,325]}","{}"
img_1720489049_0.jpg,44012,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[239,239,247,247,246],""all_points_y"":[317,323,325,319,315]}","{}"
img_1720489053_0.jpg,42470,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[267,266,277,277],""all_points_y"":[321,334,335,322]}","{}"
img_1720489056_0.jpg,39558,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[332,327,333,357,352,337],""all_points_y"":[339,351,357,355,340,333]}","{}"
img_1720489059_0.jpg,35478,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[595,591,578,579,582,594,638,640,629],""all_points_y"":[387,394,399,417,429,436,437,419,398]}","{}"
img_1720489074_0.jpg,32363,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[192,192,198,197],""all_points_y"":[319,323,323,319]}","{}"
img_1720489077_0.jpg,36772,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[118,113,122,122],""all_points_y"":[326,331,332,328]}","{}"
img_1720489077_0.jpg,36772,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[386,388,400,397],""all_points_y"":[380,386,383,378]}","{}"
img_1720489080_0.jpg,38162,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[65,59,63,69,69],""all_points_y"":[339,341,344,344,339]}","{}"
img_1720489083_0.jpg,38661,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[73,65,66,77,86,83],""all_points_y"":[451,455,461,461,460,455]}","{}"
img_1720489086_0.jpg,33362,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[165,145,147,163,168,169],""all_points_y"":[423,429,435,434,434,426]}","{}"
img_1720489089_0.jpg,31520,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[407,383,417,413],""all_points_y"":[465,478,478,467]}","{}"
img_1720489138_0.jpg,37856,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[230,236,239,239,229],""all_points_y"":[301,313,319,322,323]}","{}"
img_1720489141_0.jpg,31428,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[233,237,241,250,254,267,265,252,245,237,226,206,206,224,225],""all_points_y"":[287,305,293,298,303,305,325,324,322,326,327,327,296,295,284]}","{}"
img_1720489144_0.jpg,34230,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[227,229,247,251,264,263,246,232,206,219],""all_points_y"":[279,292,295,300,303,326,325,336,332,279]}","{}"
img_1720489144_0.jpg,34230,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[361,351,341,333,333,335,347,359],""all_points_y"":[297,307,307,323,332,338,340,339]}","{}"
img_1720489147_0.jpg,35924,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[139,139,165,165,181,182,175,161,153,111,109,123,126,139],""all_points_y"":[273,285,294,301,302,331,333,330,353,355,283,283,267,269]}","{}"
img_1720489147_0.jpg,35924,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[302,284,283,278,277,277,277,279,284,291,293,299,310,311,311,310,304,304,304,304],""all_points_y"":[304,306,312,316,324,330,340,341,342,343,344,346,348,345,341,335,318,312,306,305]}","{}"
img_1720489150_0.jpg,36455,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[120,119,100,101,121,157,157,179,180,161,158,133,134,123],""all_points_y"":[266,279,276,295,357,351,335,333,298,298,289,278,264,264]}","{}"
img_1720489150_0.jpg,36455,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[310,293,290,283,282,280,280,280,291,305,311,315,320,327,327,318,316,315,315,315,315,315,313],""all_points_y"":[300,300,306,311,317,331,333,341,342,349,351,351,351,341,341,332,331,328,322,316,309,305,302]}","{}"
img_1720489154_0.jpg,37196,"{}",2,0,"{""name"":""polygon"",""all_points_x"":[109,126,127,142,141,146,156,167,167,176,184,187,185,165,160,131],""all_points_y"":[278,280,260,264,276,280,286,290,297,302,302,307,332,333,356,357]}","{}"
img_1720489154_0.jpg,37196,"{}",2,1,"{""name"":""polygon"",""all_points_x"":[302,321,328,335,335,327,322,317,309,306,301,296,288,285,284,284,284,286,289,291,295,299],""all_points_y"":[302,302,331,342,350,350,350,351,346,345,345,344,343,341,337,329,324,318,309,307,307,306]}","{}"
